,cust,grade,t,y
116629,9720,1,1,0
116630,9720,1,2,0
116631,9720,1,3,0
116632,9720,1,4,1
116633,9720,1,5,0
116634,9720,1,6,0
116635,9720,1,7,1
116636,9720,1,8,1
116637,9720,1,9,0
116638,9720,1,10,0
116639,9720,1,11,0
116640,9720,1,12,0
116641,9721,0,1,0
116642,9721,0,2,0
116643,9721,0,3,0
116644,9721,0,4,0
116645,9721,0,5,1
116646,9721,0,6,2
116647,9721,0,7,3
116648,9721,0,8,3
116649,9721,0,9,3
116650,9721,0,10,3
116651,9721,0,11,3
116652,9721,0,12,3
116653,9722,1,1,1
116654,9722,1,2,0
116655,9722,1,3,0
116656,9722,1,4,0
116657,9722,1,5,1
116658,9722,1,6,1
116659,9722,1,7,1
116660,9722,1,8,3
116661,9722,1,9,2
116662,9722,1,10,2
116663,9722,1,11,3
116664,9722,1,12,1
116665,9723,1,1,0
116666,9723,1,2,1
116667,9723,1,3,0
116668,9723,1,4,0
116669,9723,1,5,0
116670,9723,1,6,1
116671,9723,1,7,1
116672,9723,1,8,0
116673,9723,1,9,0
116674,9723,1,10,2
116675,9723,1,11,3
116676,9723,1,12,0
116677,9724,0,1,0
116678,9724,0,2,0
116679,9724,0,3,0
116680,9724,0,4,0
116681,9724,0,5,0
116682,9724,0,6,0
116683,9724,0,7,0
116684,9724,0,8,0
116685,9724,0,9,0
116686,9724,0,10,0
116687,9724,0,11,0
116688,9724,0,12,0
116689,9725,1,1,1
116690,9725,1,2,0
116691,9725,1,3,0
116692,9725,1,4,1
116693,9725,1,5,2
116694,9725,1,6,2
116695,9725,1,7,1
116696,9725,1,8,0
116697,9725,1,9,0
116698,9725,1,10,0
116699,9725,1,11,0
116700,9725,1,12,1
116701,9726,1,1,0
116702,9726,1,2,1
116703,9726,1,3,1
116704,9726,1,4,1
116705,9726,1,5,0
116706,9726,1,6,0
116707,9726,1,7,1
116708,9726,1,8,1
116709,9726,1,9,0
116710,9726,1,10,0
116711,9726,1,11,1
116712,9726,1,12,0
116713,9727,1,1,0
116714,9727,1,2,2
116715,9727,1,3,0
116716,9727,1,4,0
116717,9727,1,5,0
116718,9727,1,6,1
116719,9727,1,7,1
116720,9727,1,8,1
116721,9727,1,9,0
116722,9727,1,10,0
116723,9727,1,11,1
116724,9727,1,12,1
116725,9728,1,1,0
116726,9728,1,2,1
116727,9728,1,3,0
116728,9728,1,4,0
116729,9728,1,5,0
116730,9728,1,6,0
116731,9728,1,7,0
116732,9728,1,8,2
116733,9728,1,9,2
116734,9728,1,10,2
116735,9728,1,11,2
116736,9728,1,12,2
116737,9729,0,1,0
116738,9729,0,2,0
116739,9729,0,3,0
116740,9729,0,4,0
116741,9729,0,5,0
116742,9729,0,6,0
116743,9729,0,7,0
116744,9729,0,8,0
116745,9729,0,9,0
116746,9729,0,10,0
116747,9729,0,11,0
116748,9729,0,12,0
116749,9730,1,1,0
116750,9730,1,2,0
116751,9730,1,3,0
116752,9730,1,4,0
116753,9730,1,5,0
116754,9730,1,6,0
116755,9730,1,7,0
116756,9730,1,8,2
116757,9730,1,9,2
116758,9730,1,10,1
116759,9730,1,11,0
116760,9730,1,12,1
116761,9731,1,1,0
116762,9731,1,2,0
116763,9731,1,3,2
116764,9731,1,4,1
116765,9731,1,5,1
116766,9731,1,6,0
116767,9731,1,7,2
116768,9731,1,8,2
116769,9731,1,9,2
116770,9731,1,10,1
116771,9731,1,11,0
116772,9731,1,12,1
116773,9732,1,1,0
116774,9732,1,2,0
116775,9732,1,3,1
116776,9732,1,4,1
116777,9732,1,5,1
116778,9732,1,6,1
116779,9732,1,7,1
116780,9732,1,8,0
116781,9732,1,9,0
116782,9732,1,10,0
116783,9732,1,11,0
116784,9732,1,12,1
116785,9733,1,1,0
116786,9733,1,2,0
116787,9733,1,3,0
116788,9733,1,4,1
116789,9733,1,5,0
116790,9733,1,6,1
116791,9733,1,7,0
116792,9733,1,8,1
116793,9733,1,9,2
116794,9733,1,10,2
116795,9733,1,11,1
116796,9733,1,12,0
116797,9734,0,1,0
116798,9734,0,2,0
116799,9734,0,3,0
116800,9734,0,4,0
116801,9734,0,5,0
116802,9734,0,6,0
116803,9734,0,7,0
116804,9734,0,8,0
116805,9734,0,9,0
116806,9734,0,10,0
116807,9734,0,11,1
116808,9734,0,12,1
116809,9735,1,1,0
116810,9735,1,2,0
116811,9735,1,3,0
116812,9735,1,4,0
116813,9735,1,5,0
116814,9735,1,6,1
116815,9735,1,7,1
116816,9735,1,8,0
116817,9735,1,9,1
116818,9735,1,10,1
116819,9735,1,11,0
116820,9735,1,12,1
116821,9736,1,1,1
116822,9736,1,2,1
116823,9736,1,3,1
116824,9736,1,4,0
116825,9736,1,5,0
116826,9736,1,6,0
116827,9736,1,7,1
116828,9736,1,8,2
116829,9736,1,9,1
116830,9736,1,10,1
116831,9736,1,11,1
116832,9736,1,12,0
116833,9737,0,1,1
116834,9737,0,2,2
116835,9737,0,3,1
116836,9737,0,4,2
116837,9737,0,5,3
116838,9737,0,6,3
116839,9737,0,7,3
116840,9737,0,8,3
116841,9737,0,9,3
116842,9737,0,10,3
116843,9737,0,11,3
116844,9737,0,12,3
116845,9738,1,1,0
116846,9738,1,2,2
116847,9738,1,3,1
116848,9738,1,4,0
116849,9738,1,5,0
116850,9738,1,6,0
116851,9738,1,7,1
116852,9738,1,8,0
116853,9738,1,9,1
116854,9738,1,10,1
116855,9738,1,11,1
116856,9738,1,12,1
116857,9739,1,1,2
116858,9739,1,2,2
116859,9739,1,3,2
116860,9739,1,4,3
116861,9739,1,5,1
116862,9739,1,6,0
116863,9739,1,7,2
116864,9739,1,8,2
116865,9739,1,9,2
116866,9739,1,10,2
116867,9739,1,11,1
116868,9739,1,12,1
116869,9740,0,1,0
116870,9740,0,2,0
116871,9740,0,3,0
116872,9740,0,4,0
116873,9740,0,5,0
116874,9740,0,6,0
116875,9740,0,7,0
116876,9740,0,8,0
116877,9740,0,9,0
116878,9740,0,10,0
116879,9740,0,11,0
116880,9740,0,12,0
116881,9741,1,1,0
116882,9741,1,2,1
116883,9741,1,3,1
116884,9741,1,4,0
116885,9741,1,5,1
116886,9741,1,6,2
116887,9741,1,7,3
116888,9741,1,8,3
116889,9741,1,9,1
116890,9741,1,10,1
116891,9741,1,11,2
116892,9741,1,12,2
116893,9742,1,1,1
116894,9742,1,2,0
116895,9742,1,3,0
116896,9742,1,4,0
116897,9742,1,5,1
116898,9742,1,6,1
116899,9742,1,7,1
116900,9742,1,8,1
116901,9742,1,9,0
116902,9742,1,10,0
116903,9742,1,11,2
116904,9742,1,12,2
116905,9743,1,1,1
116906,9743,1,2,0
116907,9743,1,3,1
116908,9743,1,4,0
116909,9743,1,5,0
116910,9743,1,6,1
116911,9743,1,7,1
116912,9743,1,8,0
116913,9743,1,9,2
116914,9743,1,10,1
116915,9743,1,11,1
116916,9743,1,12,0
116917,9744,1,1,1
116918,9744,1,2,1
116919,9744,1,3,1
116920,9744,1,4,0
116921,9744,1,5,1
116922,9744,1,6,1
116923,9744,1,7,1
116924,9744,1,8,1
116925,9744,1,9,1
116926,9744,1,10,0
116927,9744,1,11,0
116928,9744,1,12,0
116929,9745,1,1,2
116930,9745,1,2,2
116931,9745,1,3,1
116932,9745,1,4,0
116933,9745,1,5,0
116934,9745,1,6,0
116935,9745,1,7,0
116936,9745,1,8,1
116937,9745,1,9,1
116938,9745,1,10,0
116939,9745,1,11,0
116940,9745,1,12,0
116941,9746,1,1,0
116942,9746,1,2,1
116943,9746,1,3,2
116944,9746,1,4,1
116945,9746,1,5,3
116946,9746,1,6,3
116947,9746,1,7,3
116948,9746,1,8,2
116949,9746,1,9,2
116950,9746,1,10,1
116951,9746,1,11,1
116952,9746,1,12,0
116953,9747,1,1,0
116954,9747,1,2,1
116955,9747,1,3,0
116956,9747,1,4,0
116957,9747,1,5,1
116958,9747,1,6,0
116959,9747,1,7,0
116960,9747,1,8,2
116961,9747,1,9,1
116962,9747,1,10,0
116963,9747,1,11,1
116964,9747,1,12,0
116965,9748,0,1,0
116966,9748,0,2,0
116967,9748,0,3,0
116968,9748,0,4,0
116969,9748,0,5,0
116970,9748,0,6,0
116971,9748,0,7,0
116972,9748,0,8,0
116973,9748,0,9,0
116974,9748,0,10,0
116975,9748,0,11,0
116976,9748,0,12,0
116977,9749,0,1,0
116978,9749,0,2,0
116979,9749,0,3,0
116980,9749,0,4,1
116981,9749,0,5,2
116982,9749,0,6,1
116983,9749,0,7,2
116984,9749,0,8,3
116985,9749,0,9,2
116986,9749,0,10,3
116987,9749,0,11,3
116988,9749,0,12,3
116989,9750,1,1,0
116990,9750,1,2,1
116991,9750,1,3,1
116992,9750,1,4,0
116993,9750,1,5,2
116994,9750,1,6,2
116995,9750,1,7,1
116996,9750,1,8,1
116997,9750,1,9,0
116998,9750,1,10,1
116999,9750,1,11,1
117000,9750,1,12,0
117001,9751,1,1,1
117002,9751,1,2,2
117003,9751,1,3,2
117004,9751,1,4,2
117005,9751,1,5,2
117006,9751,1,6,3
117007,9751,1,7,3
117008,9751,1,8,2
117009,9751,1,9,1
117010,9751,1,10,1
117011,9751,1,11,1
117012,9751,1,12,1
117013,9752,0,1,0
117014,9752,0,2,0
117015,9752,0,3,0
117016,9752,0,4,0
117017,9752,0,5,0
117018,9752,0,6,0
117019,9752,0,7,0
117020,9752,0,8,0
117021,9752,0,9,0
117022,9752,0,10,0
117023,9752,0,11,0
117024,9752,0,12,0
117025,9753,1,1,0
117026,9753,1,2,0
117027,9753,1,3,2
117028,9753,1,4,0
117029,9753,1,5,1
117030,9753,1,6,1
117031,9753,1,7,0
117032,9753,1,8,1
117033,9753,1,9,0
117034,9753,1,10,1
117035,9753,1,11,0
117036,9753,1,12,0
117037,9754,1,1,0
117038,9754,1,2,2
117039,9754,1,3,2
117040,9754,1,4,2
117041,9754,1,5,1
117042,9754,1,6,1
117043,9754,1,7,0
117044,9754,1,8,0
117045,9754,1,9,0
117046,9754,1,10,0
117047,9754,1,11,0
117048,9754,1,12,0
117049,9755,0,1,0
117050,9755,0,2,1
117051,9755,0,3,2
117052,9755,0,4,0
117053,9755,0,5,0
117054,9755,0,6,0
117055,9755,0,7,0
117056,9755,0,8,0
117057,9755,0,9,0
117058,9755,0,10,0
117059,9755,0,11,0
117060,9755,0,12,1
117061,9756,1,1,0
117062,9756,1,2,0
117063,9756,1,3,0
117064,9756,1,4,1
117065,9756,1,5,0
117066,9756,1,6,0
117067,9756,1,7,0
117068,9756,1,8,0
117069,9756,1,9,1
117070,9756,1,10,1
117071,9756,1,11,2
117072,9756,1,12,3
117073,9757,1,1,0
117074,9757,1,2,0
117075,9757,1,3,1
117076,9757,1,4,0
117077,9757,1,5,1
117078,9757,1,6,1
117079,9757,1,7,1
117080,9757,1,8,1
117081,9757,1,9,0
117082,9757,1,10,0
117083,9757,1,11,0
117084,9757,1,12,0
117085,9758,0,1,0
117086,9758,0,2,0
117087,9758,0,3,0
117088,9758,0,4,0
117089,9758,0,5,0
117090,9758,0,6,0
117091,9758,0,7,0
117092,9758,0,8,0
117093,9758,0,9,0
117094,9758,0,10,0
117095,9758,0,11,1
117096,9758,0,12,2
117097,9759,0,1,0
117098,9759,0,2,0
117099,9759,0,3,0
117100,9759,0,4,0
117101,9759,0,5,0
117102,9759,0,6,0
117103,9759,0,7,0
117104,9759,0,8,0
117105,9759,0,9,0
117106,9759,0,10,0
117107,9759,0,11,0
117108,9759,0,12,0
117109,9760,1,1,1
117110,9760,1,2,1
117111,9760,1,3,2
117112,9760,1,4,0
117113,9760,1,5,0
117114,9760,1,6,0
117115,9760,1,7,1
117116,9760,1,8,1
117117,9760,1,9,0
117118,9760,1,10,0
117119,9760,1,11,0
117120,9760,1,12,0
117121,9761,1,1,0
117122,9761,1,2,0
117123,9761,1,3,0
117124,9761,1,4,0
117125,9761,1,5,0
117126,9761,1,6,1
117127,9761,1,7,0
117128,9761,1,8,1
117129,9761,1,9,1
117130,9761,1,10,0
117131,9761,1,11,0
117132,9761,1,12,1
117133,9762,1,1,1
117134,9762,1,2,1
117135,9762,1,3,1
117136,9762,1,4,1
117137,9762,1,5,0
117138,9762,1,6,0
117139,9762,1,7,0
117140,9762,1,8,0
117141,9762,1,9,0
117142,9762,1,10,0
117143,9762,1,11,1
117144,9762,1,12,0
117145,9763,0,1,0
117146,9763,0,2,0
117147,9763,0,3,0
117148,9763,0,4,0
117149,9763,0,5,0
117150,9763,0,6,1
117151,9763,0,7,1
117152,9763,0,8,1
117153,9763,0,9,2
117154,9763,0,10,3
117155,9763,0,11,3
117156,9763,0,12,3
117157,9764,1,1,1
117158,9764,1,2,0
117159,9764,1,3,1
117160,9764,1,4,0
117161,9764,1,5,0
117162,9764,1,6,0
117163,9764,1,7,0
117164,9764,1,8,0
117165,9764,1,9,0
117166,9764,1,10,0
117167,9764,1,11,1
117168,9764,1,12,1
117169,9765,1,1,0
117170,9765,1,2,1
117171,9765,1,3,1
117172,9765,1,4,1
117173,9765,1,5,1
117174,9765,1,6,0
117175,9765,1,7,1
117176,9765,1,8,0
117177,9765,1,9,0
117178,9765,1,10,0
117179,9765,1,11,2
117180,9765,1,12,0
117181,9766,0,1,0
117182,9766,0,2,0
117183,9766,0,3,0
117184,9766,0,4,0
117185,9766,0,5,0
117186,9766,0,6,0
117187,9766,0,7,0
117188,9766,0,8,0
117189,9766,0,9,0
117190,9766,0,10,0
117191,9766,0,11,0
117192,9766,0,12,0
117193,9767,1,1,1
117194,9767,1,2,1
117195,9767,1,3,0
117196,9767,1,4,0
117197,9767,1,5,0
117198,9767,1,6,0
117199,9767,1,7,0
117200,9767,1,8,0
117201,9767,1,9,0
117202,9767,1,10,0
117203,9767,1,11,0
117204,9767,1,12,2
117205,9768,1,1,0
117206,9768,1,2,0
117207,9768,1,3,0
117208,9768,1,4,1
117209,9768,1,5,1
117210,9768,1,6,0
117211,9768,1,7,1
117212,9768,1,8,1
117213,9768,1,9,0
117214,9768,1,10,1
117215,9768,1,11,0
117216,9768,1,12,1
117217,9769,1,1,0
117218,9769,1,2,1
117219,9769,1,3,1
117220,9769,1,4,1
117221,9769,1,5,0
117222,9769,1,6,1
117223,9769,1,7,1
117224,9769,1,8,0
117225,9769,1,9,0
117226,9769,1,10,1
117227,9769,1,11,1
117228,9769,1,12,0
117229,9770,0,1,0
117230,9770,0,2,0
117231,9770,0,3,1
117232,9770,0,4,2
117233,9770,0,5,1
117234,9770,0,6,0
117235,9770,0,7,0
117236,9770,0,8,0
117237,9770,0,9,0
117238,9770,0,10,0
117239,9770,0,11,0
117240,9770,0,12,0
117241,9771,1,1,2
117242,9771,1,2,1
117243,9771,1,3,0
117244,9771,1,4,2
117245,9771,1,5,1
117246,9771,1,6,1
117247,9771,1,7,3
117248,9771,1,8,3
117249,9771,1,9,0
117250,9771,1,10,0
117251,9771,1,11,1
117252,9771,1,12,0
117253,9772,1,1,1
117254,9772,1,2,0
117255,9772,1,3,1
117256,9772,1,4,0
117257,9772,1,5,0
117258,9772,1,6,2
117259,9772,1,7,3
117260,9772,1,8,3
117261,9772,1,9,3
117262,9772,1,10,2
117263,9772,1,11,2
117264,9772,1,12,2
117265,9773,0,1,0
117266,9773,0,2,0
117267,9773,0,3,0
117268,9773,0,4,0
117269,9773,0,5,0
117270,9773,0,6,0
117271,9773,0,7,0
117272,9773,0,8,0
117273,9773,0,9,0
117274,9773,0,10,0
117275,9773,0,11,0
117276,9773,0,12,0
117277,9774,0,1,0
117278,9774,0,2,0
117279,9774,0,3,0
117280,9774,0,4,0
117281,9774,0,5,0
117282,9774,0,6,0
117283,9774,0,7,0
117284,9774,0,8,0
117285,9774,0,9,0
117286,9774,0,10,0
117287,9774,0,11,0
117288,9774,0,12,0
117289,9775,1,1,1
117290,9775,1,2,1
117291,9775,1,3,1
117292,9775,1,4,0
117293,9775,1,5,2
117294,9775,1,6,3
117295,9775,1,7,0
117296,9775,1,8,1
117297,9775,1,9,0
117298,9775,1,10,1
117299,9775,1,11,0
117300,9775,1,12,0
117301,9776,1,1,0
117302,9776,1,2,0
117303,9776,1,3,0
117304,9776,1,4,0
117305,9776,1,5,0
117306,9776,1,6,0
117307,9776,1,7,2
117308,9776,1,8,2
117309,9776,1,9,2
117310,9776,1,10,0
117311,9776,1,11,1
117312,9776,1,12,0
117313,9777,1,1,2
117314,9777,1,2,2
117315,9777,1,3,2
117316,9777,1,4,1
117317,9777,1,5,2
117318,9777,1,6,2
117319,9777,1,7,1
117320,9777,1,8,0
117321,9777,1,9,1
117322,9777,1,10,0
117323,9777,1,11,1
117324,9777,1,12,2
117325,9778,1,1,0
117326,9778,1,2,0
117327,9778,1,3,0
117328,9778,1,4,2
117329,9778,1,5,2
117330,9778,1,6,1
117331,9778,1,7,1
117332,9778,1,8,0
117333,9778,1,9,2
117334,9778,1,10,1
117335,9778,1,11,0
117336,9778,1,12,2
117337,9779,1,1,0
117338,9779,1,2,2
117339,9779,1,3,0
117340,9779,1,4,0
117341,9779,1,5,2
117342,9779,1,6,2
117343,9779,1,7,1
117344,9779,1,8,1
117345,9779,1,9,0
117346,9779,1,10,1
117347,9779,1,11,0
117348,9779,1,12,0
117349,9780,1,1,0
117350,9780,1,2,0
117351,9780,1,3,0
117352,9780,1,4,1
117353,9780,1,5,2
117354,9780,1,6,1
117355,9780,1,7,1
117356,9780,1,8,1
117357,9780,1,9,1
117358,9780,1,10,1
117359,9780,1,11,1
117360,9780,1,12,1
117361,9781,0,1,0
117362,9781,0,2,0
117363,9781,0,3,0
117364,9781,0,4,0
117365,9781,0,5,0
117366,9781,0,6,0
117367,9781,0,7,0
117368,9781,0,8,0
117369,9781,0,9,0
117370,9781,0,10,0
117371,9781,0,11,0
117372,9781,0,12,0
117373,9782,1,1,0
117374,9782,1,2,1
117375,9782,1,3,0
117376,9782,1,4,0
117377,9782,1,5,1
117378,9782,1,6,1
117379,9782,1,7,0
117380,9782,1,8,0
117381,9782,1,9,0
117382,9782,1,10,2
117383,9782,1,11,2
117384,9782,1,12,2
117385,9783,1,1,0
117386,9783,1,2,0
117387,9783,1,3,1
117388,9783,1,4,0
117389,9783,1,5,2
117390,9783,1,6,1
117391,9783,1,7,1
117392,9783,1,8,0
117393,9783,1,9,0
117394,9783,1,10,2
117395,9783,1,11,2
117396,9783,1,12,2
117397,9784,0,1,0
117398,9784,0,2,0
117399,9784,0,3,0
117400,9784,0,4,0
117401,9784,0,5,0
117402,9784,0,6,0
117403,9784,0,7,0
117404,9784,0,8,0
117405,9784,0,9,0
117406,9784,0,10,0
117407,9784,0,11,0
117408,9784,0,12,0
117409,9785,0,1,0
117410,9785,0,2,0
117411,9785,0,3,0
117412,9785,0,4,0
117413,9785,0,5,0
117414,9785,0,6,0
117415,9785,0,7,0
117416,9785,0,8,0
117417,9785,0,9,0
117418,9785,0,10,0
117419,9785,0,11,0
117420,9785,0,12,1
117421,9786,1,1,1
117422,9786,1,2,0
117423,9786,1,3,1
117424,9786,1,4,1
117425,9786,1,5,2
117426,9786,1,6,2
117427,9786,1,7,2
117428,9786,1,8,0
117429,9786,1,9,0
117430,9786,1,10,0
117431,9786,1,11,0
117432,9786,1,12,0
117433,9787,1,1,0
117434,9787,1,2,0
117435,9787,1,3,0
117436,9787,1,4,1
117437,9787,1,5,1
117438,9787,1,6,2
117439,9787,1,7,2
117440,9787,1,8,2
117441,9787,1,9,1
117442,9787,1,10,0
117443,9787,1,11,0
117444,9787,1,12,0
117445,9788,0,1,0
117446,9788,0,2,0
117447,9788,0,3,0
117448,9788,0,4,0
117449,9788,0,5,0
117450,9788,0,6,0
117451,9788,0,7,0
117452,9788,0,8,0
117453,9788,0,9,0
117454,9788,0,10,0
117455,9788,0,11,0
117456,9788,0,12,0
117457,9789,1,1,0
117458,9789,1,2,2
117459,9789,1,3,2
117460,9789,1,4,2
117461,9789,1,5,2
117462,9789,1,6,1
117463,9789,1,7,1
117464,9789,1,8,1
117465,9789,1,9,1
117466,9789,1,10,1
117467,9789,1,11,1
117468,9789,1,12,1
117469,9790,0,1,0
117470,9790,0,2,0
117471,9790,0,3,0
117472,9790,0,4,0
117473,9790,0,5,0
117474,9790,0,6,0
117475,9790,0,7,0
117476,9790,0,8,0
117477,9790,0,9,0
117478,9790,0,10,0
117479,9790,0,11,0
117480,9790,0,12,0
117481,9791,1,1,2
117482,9791,1,2,2
117483,9791,1,3,2
117484,9791,1,4,3
117485,9791,1,5,3
117486,9791,1,6,2
117487,9791,1,7,1
117488,9791,1,8,1
117489,9791,1,9,0
117490,9791,1,10,1
117491,9791,1,11,0
117492,9791,1,12,1
117493,9792,1,1,1
117494,9792,1,2,0
117495,9792,1,3,0
117496,9792,1,4,0
117497,9792,1,5,1
117498,9792,1,6,1
117499,9792,1,7,1
117500,9792,1,8,3
117501,9792,1,9,2
117502,9792,1,10,2
117503,9792,1,11,1
117504,9792,1,12,0
117505,9793,1,1,1
117506,9793,1,2,0
117507,9793,1,3,0
117508,9793,1,4,2
117509,9793,1,5,2
117510,9793,1,6,2
117511,9793,1,7,2
117512,9793,1,8,2
117513,9793,1,9,3
117514,9793,1,10,2
117515,9793,1,11,1
117516,9793,1,12,0
117517,9794,1,1,0
117518,9794,1,2,0
117519,9794,1,3,1
117520,9794,1,4,2
117521,9794,1,5,0
117522,9794,1,6,1
117523,9794,1,7,0
117524,9794,1,8,0
117525,9794,1,9,0
117526,9794,1,10,1
117527,9794,1,11,1
117528,9794,1,12,2
117529,9795,0,1,0
117530,9795,0,2,0
117531,9795,0,3,0
117532,9795,0,4,0
117533,9795,0,5,0
117534,9795,0,6,0
117535,9795,0,7,0
117536,9795,0,8,0
117537,9795,0,9,0
117538,9795,0,10,0
117539,9795,0,11,0
117540,9795,0,12,0
117541,9796,0,1,0
117542,9796,0,2,0
117543,9796,0,3,0
117544,9796,0,4,0
117545,9796,0,5,1
117546,9796,0,6,2
117547,9796,0,7,3
117548,9796,0,8,3
117549,9796,0,9,3
117550,9796,0,10,0
117551,9796,0,11,0
117552,9796,0,12,0
117553,9797,1,1,1
117554,9797,1,2,2
117555,9797,1,3,2
117556,9797,1,4,1
117557,9797,1,5,0
117558,9797,1,6,0
117559,9797,1,7,1
117560,9797,1,8,2
117561,9797,1,9,2
117562,9797,1,10,1
117563,9797,1,11,0
117564,9797,1,12,1
117565,9798,0,1,0
117566,9798,0,2,0
117567,9798,0,3,0
117568,9798,0,4,0
117569,9798,0,5,0
117570,9798,0,6,0
117571,9798,0,7,0
117572,9798,0,8,0
117573,9798,0,9,0
117574,9798,0,10,1
117575,9798,0,11,0
117576,9798,0,12,0
117577,9799,1,1,0
117578,9799,1,2,0
117579,9799,1,3,0
117580,9799,1,4,0
117581,9799,1,5,0
117582,9799,1,6,0
117583,9799,1,7,0
117584,9799,1,8,0
117585,9799,1,9,0
117586,9799,1,10,0
117587,9799,1,11,0
117588,9799,1,12,0
117589,9800,1,1,1
117590,9800,1,2,1
117591,9800,1,3,2
117592,9800,1,4,2
117593,9800,1,5,2
117594,9800,1,6,2
117595,9800,1,7,2
117596,9800,1,8,3
117597,9800,1,9,3
117598,9800,1,10,2
117599,9800,1,11,1
117600,9800,1,12,0
117601,9801,0,1,0
117602,9801,0,2,0
117603,9801,0,3,0
117604,9801,0,4,0
117605,9801,0,5,0
117606,9801,0,6,0
117607,9801,0,7,0
117608,9801,0,8,0
117609,9801,0,9,0
117610,9801,0,10,0
117611,9801,0,11,1
117612,9801,0,12,2
117613,9802,0,1,0
117614,9802,0,2,0
117615,9802,0,3,0
117616,9802,0,4,0
117617,9802,0,5,0
117618,9802,0,6,0
117619,9802,0,7,0
117620,9802,0,8,1
117621,9802,0,9,2
117622,9802,0,10,0
117623,9802,0,11,0
117624,9802,0,12,0
117625,9803,1,1,1
117626,9803,1,2,1
117627,9803,1,3,1
117628,9803,1,4,1
117629,9803,1,5,1
117630,9803,1,6,2
117631,9803,1,7,2
117632,9803,1,8,2
117633,9803,1,9,1
117634,9803,1,10,0
117635,9803,1,11,0
117636,9803,1,12,2
117637,9804,1,1,2
117638,9804,1,2,0
117639,9804,1,3,0
117640,9804,1,4,0
117641,9804,1,5,0
117642,9804,1,6,1
117643,9804,1,7,1
117644,9804,1,8,0
117645,9804,1,9,0
117646,9804,1,10,0
117647,9804,1,11,0
117648,9804,1,12,0
117649,9805,1,1,0
117650,9805,1,2,2
117651,9805,1,3,2
117652,9805,1,4,2
117653,9805,1,5,3
117654,9805,1,6,3
117655,9805,1,7,2
117656,9805,1,8,3
117657,9805,1,9,3
117658,9805,1,10,1
117659,9805,1,11,1
117660,9805,1,12,2
117661,9806,1,1,0
117662,9806,1,2,0
117663,9806,1,3,0
117664,9806,1,4,1
117665,9806,1,5,0
117666,9806,1,6,1
117667,9806,1,7,0
117668,9806,1,8,0
117669,9806,1,9,0
117670,9806,1,10,1
117671,9806,1,11,0
117672,9806,1,12,1
117673,9807,0,1,0
117674,9807,0,2,0
117675,9807,0,3,0
117676,9807,0,4,0
117677,9807,0,5,0
117678,9807,0,6,0
117679,9807,0,7,1
117680,9807,0,8,0
117681,9807,0,9,0
117682,9807,0,10,0
117683,9807,0,11,0
117684,9807,0,12,0
117685,9808,1,1,2
117686,9808,1,2,2
117687,9808,1,3,2
117688,9808,1,4,1
117689,9808,1,5,1
117690,9808,1,6,0
117691,9808,1,7,0
117692,9808,1,8,0
117693,9808,1,9,1
117694,9808,1,10,1
117695,9808,1,11,1
117696,9808,1,12,1
117697,9809,0,1,0
117698,9809,0,2,0
117699,9809,0,3,0
117700,9809,0,4,1
117701,9809,0,5,2
117702,9809,0,6,3
117703,9809,0,7,3
117704,9809,0,8,3
117705,9809,0,9,3
117706,9809,0,10,3
117707,9809,0,11,3
117708,9809,0,12,3
117709,9810,0,1,0
117710,9810,0,2,0
117711,9810,0,3,0
117712,9810,0,4,0
117713,9810,0,5,0
117714,9810,0,6,0
117715,9810,0,7,0
117716,9810,0,8,0
117717,9810,0,9,0
117718,9810,0,10,0
117719,9810,0,11,0
117720,9810,0,12,0
117721,9811,1,1,0
117722,9811,1,2,1
117723,9811,1,3,1
117724,9811,1,4,1
117725,9811,1,5,0
117726,9811,1,6,0
117727,9811,1,7,0
117728,9811,1,8,0
117729,9811,1,9,1
117730,9811,1,10,1
117731,9811,1,11,0
117732,9811,1,12,0
117733,9812,1,1,2
117734,9812,1,2,2
117735,9812,1,3,1
117736,9812,1,4,1
117737,9812,1,5,0
117738,9812,1,6,0
117739,9812,1,7,0
117740,9812,1,8,1
117741,9812,1,9,1
117742,9812,1,10,1
117743,9812,1,11,0
117744,9812,1,12,0
117745,9813,0,1,0
117746,9813,0,2,0
117747,9813,0,3,0
117748,9813,0,4,0
117749,9813,0,5,0
117750,9813,0,6,0
117751,9813,0,7,0
117752,9813,0,8,0
117753,9813,0,9,0
117754,9813,0,10,0
117755,9813,0,11,0
117756,9813,0,12,0
117757,9814,0,1,1
117758,9814,0,2,1
117759,9814,0,3,2
117760,9814,0,4,0
117761,9814,0,5,0
117762,9814,0,6,0
117763,9814,0,7,0
117764,9814,0,8,0
117765,9814,0,9,0
117766,9814,0,10,0
117767,9814,0,11,1
117768,9814,0,12,0
117769,9815,0,1,0
117770,9815,0,2,0
117771,9815,0,3,0
117772,9815,0,4,0
117773,9815,0,5,0
117774,9815,0,6,0
117775,9815,0,7,0
117776,9815,0,8,0
117777,9815,0,9,0
117778,9815,0,10,0
117779,9815,0,11,0
117780,9815,0,12,0
117781,9816,1,1,0
117782,9816,1,2,0
117783,9816,1,3,1
117784,9816,1,4,0
117785,9816,1,5,0
117786,9816,1,6,0
117787,9816,1,7,0
117788,9816,1,8,1
117789,9816,1,9,0
117790,9816,1,10,0
117791,9816,1,11,0
117792,9816,1,12,0
117793,9817,1,1,1
